1000	165.475938	1.0
1000	109.756006	1.0
1000	72.361362	1.0
1000	49.441060	1.0
1000	31.389304	1.0
1000	21.498385	1.0
1000	14.696816	1.0
1000	10.521452	1.0
1000	7.083610	0.991374666881
1000	4.799260	1.0
1000	3.051792	1.0
1000	1.732857	1.0
2000	250.487038	0.999869417142
2000	207.982656	0.999798833943
2000	174.568863	0.999904710815
2000	142.255820	0.999932944174
2000	117.908527	0.99974589461
2000	94.158271	1.0
2000	85.417194	0.999957649251
2000	59.045519	0.9999788247
2000	41.726218	1.0
2000	29.301492	1.0
2000	20.806045	1.0
2000	14.847358	1.0
2000	10.621883	0.98575386392
2000	7.782994	1.0
2000	5.788752	0.999975295484
2000	3.570331	1.0
3000	264.122975	0.928530760771
3000	222.328935	0.911988228074
3000	185.851886	0.924718407844
3000	156.505453	0.940610385892
3000	131.764301	0.93059176398
3000	110.604824	0.968275411457
3000	93.112259	0.955878689805
3000	66.598521	0.979745798471
3000	47.399982	0.97546552814
3000	34.345307	0.985301022768
3000	25.044161	0.990984073864
3000	18.471513	0.977329432185
3000	13.820183	0.966742201726
3000	10.360369	0.995953303273
3000	7.880956	0.999662951486
3000	5.279583	0.999509414651
4000	274.541255	0.710496581913
4000	231.163069	0.71220226734
4000	194.650336	0.751762383683
4000	164.526755	0.779126248015
4000	138.821434	0.787136066021
4000	116.882194	0.811644775881
4000	99.457267	0.827760846737
4000	71.851828	0.855889067837
4000	52.203209	0.900752842391
4000	38.662988	0.963238709928
4000	28.930544	0.934019714915
4000	21.773285	0.951694678712
4000	16.697373	0.972075463702
4000	12.693083	0.95117556022
4000	10.169119	0.977789901901
4000	7.125584	0.981258066623
5000	283.029908	0.456139065677
5000	239.476320	0.502179931783
5000	202.492350	0.545050559045
5000	171.515747	0.582879943903
5000	145.554055	0.601752750459
5000	123.123184	0.626529988304
5000	105.282647	0.679747671483
5000	76.955634	0.73259448203
5000	56.559577	0.773603058954
5000	42.034686	0.815825408998
5000	31.784252	0.834212878956
5000	24.403680	0.881650817909
5000	19.240498	0.906365478392
5000	15.069680	0.944989336759
5000	11.830005	0.898666581792
5000	8.563215	0.936006827446
6000	292.266395	0.259979915314
6000	247.184876	0.312836041385
6000	209.415386	0.335456243631
6000	177.972640	0.372925523638
6000	151.597931	0.415695218636
6000	128.682633	0.440465566233
6000	110.422550	0.484833198157
6000	81.520968	0.561264371908
6000	60.721835	0.633243198107
6000	45.674638	0.695960321897
6000	34.988973	0.723736740453
6000	26.782945	0.743494865394
6000	20.990574	0.783246640966
6000	16.852779	0.830863544069
6000	13.708059	0.839790162635
6000	9.931533	0.8732613368
7000	300.486035	0.174038817256
7000	255.128051	0.196166982512
7000	217.247648	0.21923213248
7000	184.504831	0.236105124005
7000	158.012195	0.258369737798
7000	134.592314	0.283980051699
7000	115.846036	0.321912597358
7000	86.010381	0.397746431582
7000	64.243217	0.444031148813
7000	48.995140	0.539123207313
7000	37.452041	0.57054075164
7000	29.494271	0.644003517155
7000	23.169583	0.686715083878
7000	18.524613	0.72596603172
7000	15.040788	0.722565301287
7000	11.266640	0.76525002259
8000	308.623874	0.112873721176
8000	262.972624	0.120672087623
8000	224.176109	0.132171383136
8000	191.329026	0.148728266852
8000	163.730052	0.154778364016
8000	140.450271	0.193962314392
8000	120.626219	0.208543955205
8000	89.689709	0.261945325165
8000	68.012340	0.339220737401
8000	51.971174	0.382636960307
8000	40.297176	0.443134197621
8000	31.838792	0.488800612787
8000	25.083391	0.537661043491
8000	20.283588	0.602220117191
8000	16.495165	0.57815336096
8000	12.325589	0.690009814309
9000	316.836588	0.0740207158195
9000	270.933580	0.0794063477807
9000	231.117827	0.0858976779309
9000	198.300300	0.102299425687
9000	169.957025	0.100636091783
9000	145.674646	0.128520662619
9000	126.028406	0.129024455403
9000	94.409055	0.171627135912
9000	71.837637	0.239112408193
9000	55.337841	0.28151530732
9000	43.098698	0.327523477328
9000	34.114033	0.387455278439
9000	27.135862	0.416304409896
9000	22.043063	0.478503313831
9000	18.116736	0.486430166742
9000	13.780125	0.545141742902
10000	324.633527	0.0550881318677
10000	278.257536	0.0517586967316
10000	238.622314	0.0627406812064
10000	204.543333	0.061135546
10000	176.213529	0.0724629518942
10000	151.546617	0.0733677100734
10000	131.265015	0.0931813901605
10000	99.272947	0.106005655996
10000	75.190348	0.167261927276
10000	58.525777	0.180750088585
10000	45.792646	0.236361939763
10000	36.548367	0.280720987973
10000	29.395140	0.323220753934
10000	23.728969	0.357972203309
10000	19.500714	0.345711476582
10000	14.959717	0.429770726879
