11000 206.913681 0.48944000
11000 155.943330 0.48941667
11000 119.647813 0.48792667
11000 93.086972 0.46916167
11000 65.631766 0.42594500
11000 43.398478 0.38636333
11000 31.024106 0.27914000
12000 213.272243 0.46871667
12000 162.174006 0.46966667
12000 124.478129 0.47285833
12000 97.131682 0.44719833
12000 68.540886 0.42440167
12000 45.493585 0.32931167
12000 31.859662 0.30205000
13000 220.397328 0.45955167
13000 167.882126 0.47263167
13000 129.598515 0.44892000
13000 101.338489 0.44014833
13000 71.539245 0.41122500
13000 47.000318 0.35584667
13000 32.867394 0.30270667
14000 227.517101 0.46684333
14000 174.257788 0.45350833
14000 134.676109 0.44385167
14000 105.192500 0.43082333
14000 74.471996 0.41133000
14000 49.279855 0.36844667
14000 34.210192 0.30518667
15000 235.080444 0.45325667
15000 180.050097 0.43902333
15000 139.546254 0.44557667
15000 109.175657 0.42421000
15000 77.942093 0.38121167
15000 52.050132 0.36545333
15000 36.012955 0.30536167
16000 241.509876 0.44615333
16000 185.747933 0.44589000
16000 144.571294 0.40292500
16000 113.990206 0.40374667
16000 81.912854 0.37146667
16000 54.271555 0.35002000
16000 37.995426 0.00301866
17000 248.195747 0.43984000
17000 191.091321 0.42910333
17000 150.592038 0.39726833
17000 118.290444 0.41366000
17000 85.092113 0.36810167
17000 57.154724 0.34041333
17000 40.386004 0.30531667
18000 255.090104 0.42594667
18000 197.344950 0.42043833
18000 155.057474 0.42304167
18000 123.345844 0.40806667
18000 89.292544 0.39259500
18000 60.004951 0.33324167
18000 42.794153 0.27704433
19000 261.996365 0.43015167
19000 203.955888 0.39064500
19000 160.594153 0.38812167
19000 127.964659 0.37224167
19000 92.847023 0.34234000
19000 62.755817 0.31337500
19000 44.740337 0.30369333
20000 269.159271 0.42647833
20000 210.641122 0.40429333
20000 165.668744 0.38436333
20000 132.252398 0.36993500
20000 97.230030 0.27255500
20000 66.842045 0.29192333
20000 47.212847 0.28272539
30000 340.350239 0.27131000
30000 273.329911 0.22518000
30000 221.852208 0.38336167
30000 183.056933 0.19780167
30000 139.330890 0.11303746
30000 100.583820 0.17121667
30000 75.282644 0.20107500
40000 414.653076 0.35519500
40000 340.746685 0.37209167
40000 282.026266 0.36676000
40000 235.774452 0.34638950
40000 184.755493 0.30663027
40000 137.597452 0.23774500
50000 492.097944 0.33830667
50000 409.254698 0.35590000
50000 342.712247 0.35786167
50000 291.339171 0.34090863
50000 231.783967 0.29999162
50000 176.809435 0.23889000
60000 571.865575 0.32887333
60000 480.915657 0.34869167
60000 407.762003 0.35327167
60000 349.283630 0.33478667
60000 281.846310 0.29611667
60000 216.992507 0.23510328
70000 655.581219 0.31582445
70000 554.589185 0.34291783
70000 473.845168 0.35045306
70000 409.471984 0.33515895
70000 334.237730 0.29615784
70000 260.819101 0.23561849
80000 738.602230 0.31672259
80000 630.932530 0.34154634
80000 544.399527 0.34179704
80000 472.792701 0.33041099
80000 388.667109 0.29897512
80000 304.602604 0.23586761
90000 808.960058 0.31367170
90000 707.406241 0.34527778
90000 597.558476 0.34090582
90000 516.651677 0.33580193
90000 431.187472 0.29818920
90000 316.785465 0.23731092
100000 791.447736 0.29879310
100000 675.745655 0.32114286
100000 581.695595 0.33900943
100000 506.983024 0.33104558
100000 421.633924 0.30200000
100000 326.393982 0.23221239
